"field_name","note","field_keys","field_values","table"
"FOD2P","Recoded field of degree - second entry","2314","ART AND MUSIC EDUCATION","pus"
"FOD2P","Recoded field of degree - second entry","2399","MISCELLANEOUS EDUCATION","pus"
"FOD2P","Recoded field of degree - second entry","2400","GENERAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2401","AEROSPACE ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2402","BIOLOGICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2403","ARCHITECTURAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2404","BIOMEDICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2405","CHEMICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2406","CIVIL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2407","COMPUTER ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2408","ELECTRICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2409","ENGINEERING MECHANICS PHYSICS AND SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","2410","ENVIRONMENTAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2411","GEOLOGICAL AND GEOPHYSICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2412","INDUSTRIAL AND MANUFACTURING ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2413","MATERIALS ENGINEERING AND MATERIALS SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","2414","MECHANICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2415","METALLURGICAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2416","MINING AND MINERAL ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2417","NAVAL ARCHITECTURE AND MARINE ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2418","NUCLEAR ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2419","PETROLEUM ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2499","MISCELLANEOUS ENGINEERING","pus"
"FOD2P","Recoded field of degree - second entry","2500","ENGINEERING TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","2501","ENGINEERING AND INDUSTRIAL MANAGEMENT","pus"
"FOD2P","Recoded field of degree - second entry","2502","ELECTRICAL ENGINEERING TECHNOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","2503","INDUSTRIAL PRODUCTION TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","2504","MECHANICAL ENGINEERING RELATED TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","2599","MISCELLANEOUS ENGINEERING TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","2601","LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE","pus"
"FOD2P","Recoded field of degree - second entry","2602","FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES","pus"
"FOD2P","Recoded field of degree - second entry","2603","OTHER FOREIGN LANGUAGES","pus"
"FOD2P","Recoded field of degree - second entry","2901","FAMILY AND CONSUMER SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","3201","COURT REPORTING","pus"
"FOD2P","Recoded field of degree - second entry","3202","PRE-LAW AND LEGAL STUDIES","pus"
"FOD2P","Recoded field of degree - second entry","3301","ENGLISH LANGUAGE AND LITERATURE","pus"
"FOD2P","Recoded field of degree - second entry","3302","COMPOSITION AND RHETORIC","pus"
"FOD2P","Recoded field of degree - second entry","3401","LIBERAL ARTS","pus"
"FOD2P","Recoded field of degree - second entry","3402","HUMANITIES","pus"
"FOD2P","Recoded field of degree - second entry","3501","LIBRARY SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","3600","BIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3601","BIOCHEMICAL SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","3602","BOTANY","pus"
"FOD2P","Recoded field of degree - second entry","3603","MOLECULAR BIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3604","ECOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3605","GENETICS","pus"
"FOD2P","Recoded field of degree - second entry","3606","MICROBIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3607","PHARMACOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3608","PHYSIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3609","ZOOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3611","NEUROSCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","3699","MISCELLANEOUS BIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","3700","MATHEMATICS","pus"
"FOD2P","Recoded field of degree - second entry","3701","APPLIED MATHEMATICS","pus"
"FOD2P","Recoded field of degree - second entry","3702","STATISTICS AND DECISION SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","3801","MILITARY TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","4000","MULTI/INTERDISCIPLINARY STUDIES","pus"
"FOD2P","Recoded field of degree - second entry","4001","INTERCULTURAL AND INTERNATIONAL STUDIES","pus"
"FOD2P","Recoded field of degree - second entry","4002","NUTRITION SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","4005","MATHEMATICS AND COMPUTER SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","4006","COGNITIVE SCIENCE AND BIOPSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","4007","INTERDISCIPLINARY SOCIAL SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","4101","PHYSICAL FITNESS PARKS RECREATION AND LEISURE","pus"
"FOD2P","Recoded field of degree - second entry","4801","PHILOSOPHY AND RELIGIOUS STUDIES","pus"
"FOD2P","Recoded field of degree - second entry","4901","THEOLOGY AND RELIGIOUS VOCATIONS","pus"
"FOD2P","Recoded field of degree - second entry","5000","PHYSICAL SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","5001","ASTRONOMY AND ASTROPHYSICS","pus"
"FOD2P","Recoded field of degree - second entry","5002","ATMOSPHERIC SCIENCES AND METEOROLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5003","CHEMISTRY","pus"
"FOD2P","Recoded field of degree - second entry","5004","GEOLOGY AND EARTH SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","5005","GEOSCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","5006","OCEANOGRAPHY","pus"
"FOD2P","Recoded field of degree - second entry","5007","PHYSICS","pus"
"FOD2P","Recoded field of degree - second entry","5008","MATERIALS SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","5098","MULTI-DISCIPLINARY OR GENERAL SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","5102","NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","5200","PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5201","EDUCATIONAL PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5202","CLINICAL PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5203","COUNSELING PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5205","INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5206","SOCIAL PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5299","MISCELLANEOUS PSYCHOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5301","CRIMINAL JUSTICE AND FIRE PROTECTION","pus"
"FOD2P","Recoded field of degree - second entry","5401","PUBLIC ADMINISTRATION","pus"
"FOD2P","Recoded field of degree - second entry","5402","PUBLIC POLICY","pus"
"FOD2P","Recoded field of degree - second entry","5403","HUMAN SERVICES AND COMMUNITY ORGANIZATION","pus"
"FOD2P","Recoded field of degree - second entry","5404","SOCIAL WORK","pus"
"FOD2P","Recoded field of degree - second entry","5500","GENERAL SOCIAL SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","5501","ECONOMICS","pus"
"FOD2P","Recoded field of degree - second entry","5502","ANTHROPOLOGY AND ARCHEOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5503","CRIMINOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5504","GEOGRAPHY","pus"
"FOD2P","Recoded field of degree - second entry","5505","INTERNATIONAL RELATIONS","pus"
"FOD2P","Recoded field of degree - second entry","5506","POLITICAL SCIENCE AND GOVERNMENT","pus"
"FOD2P","Recoded field of degree - second entry","5507","SOCIOLOGY","pus"
"FOD2P","Recoded field of degree - second entry","5599","MISCELLANEOUS SOCIAL SCIENCES","pus"
"FOD2P","Recoded field of degree - second entry","5601","CONSTRUCTION SERVICES","pus"
"FOD2P","Recoded field of degree - second entry","5701","ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION","pus"
"FOD2P","Recoded field of degree - second entry","5901","TRANSPORTATION SCIENCES AND TECHNOLOGIES","pus"
"FOD2P","Recoded field of degree - second entry","6000","FINE ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6001","DRAMA AND THEATER ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6002","MUSIC","pus"
"FOD2P","Recoded field of degree - second entry","6003","VISUAL AND PERFORMING ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6004","COMMERCIAL ART AND GRAPHIC DESIGN","pus"
"FOD2P","Recoded field of degree - second entry","6005","FILM VIDEO AND PHOTOGRAPHIC ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6006","ART HISTORY AND CRITICISM","pus"
"FOD2P","Recoded field of degree - second entry","6007","STUDIO ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6099","MISCELLANEOUS FINE ARTS","pus"
"FOD2P","Recoded field of degree - second entry","6100","GENERAL MEDICAL AND HEALTH SERVICES","pus"
"FOD2P","Recoded field of degree - second entry","6102","COMMUNICATION DISORDERS SCIENCES AND SERVICES","pus"
"FOD2P","Recoded field of degree - second entry","6103","HEALTH AND MEDICAL ADMINISTRATIVE SERVICES","pus"
"FOD2P","Recoded field of degree - second entry","6104","MEDICAL ASSISTING SERVICES","pus"
"FOD2P","Recoded field of degree - second entry","6105","MEDICAL TECHNOLOGIES TECHNICIANS","pus"
"FOD2P","Recoded field of degree - second entry","6106","HEALTH AND MEDICAL PREPARATORY PROGRAMS","pus"
"FOD2P","Recoded field of degree - second entry","6107","NURSING","pus"
"FOD2P","Recoded field of degree - second entry","6108","PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION","pus"
"FOD2P","Recoded field of degree - second entry","6109","TREATMENT THERAPY PROFESSIONS","pus"
"FOD2P","Recoded field of degree - second entry","6110","COMMUNITY AND PUBLIC HEALTH","pus"
"FOD2P","Recoded field of degree - second entry","6199","MISCELLANEOUS HEALTH MEDICAL PROFESSIONS","pus"
"FOD2P","Recoded field of degree - second entry","6200","GENERAL BUSINESS","pus"
"FOD2P","Recoded field of degree - second entry","6201","ACCOUNTING","pus"
"FOD2P","Recoded field of degree - second entry","6202","ACTUARIAL SCIENCE","pus"
"FOD2P","Recoded field of degree - second entry","6203","BUSINESS MANAGEMENT AND ADMINISTRATION","pus"
"FOD2P","Recoded field of degree - second entry","6204","OPERATIONS LOGISTICS AND E-COMMERCE","pus"
"FOD2P","Recoded field of degree - second entry","6205","BUSINESS ECONOMICS","pus"
"FOD2P","Recoded field of degree - second entry","6206","MARKETING AND MARKETING RESEARCH","pus"
"FOD2P","Recoded field of degree - second entry","6207","FINANCE","pus"
"FOD2P","Recoded field of degree - second entry","6209","HUMAN RESOURCES AND PERSONNEL MANAGEMENT","pus"
"FOD2P","Recoded field of degree - second entry","6210","INTERNATIONAL BUSINESS","pus"
"FOD2P","Recoded field of degree - second entry","6211","HOSPITALITY MANAGEMENT","pus"
"FOD2P","Recoded field of degree - second entry","6212","MANAGEMENT INFORMATION SYSTEMS AND STATISTICS","pus"
"FOD2P","Recoded field of degree - second entry","6299","MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION","pus"
"FOD2P","Recoded field of degree - second entry","6402","HISTORY","pus"
"FOD2P","Recoded field of degree - second entry","6403","UNITED STATES HISTORY","pus"
"HICOV","Health insurance coverage recode","1","With health insurance coverage","pus"
"HICOV","Health insurance coverage recode","2","No health insurance coverage","pus"
"HISP","Recoded detailed Hispanic origin","01","Not Spanish/Hispanic/Latino","pus"
"HISP","Recoded detailed Hispanic origin","02","Mexican","pus"
"HISP","Recoded detailed Hispanic origin","03","Puerto Rican","pus"
"HISP","Recoded detailed Hispanic origin","04","Cuban","pus"
"HISP","Recoded detailed Hispanic origin","05","Dominican","pus"
"HISP","Recoded detailed Hispanic origin","06","Costa Rican","pus"
"HISP","Recoded detailed Hispanic origin","07","Guatemalan","pus"
"HISP","Recoded detailed Hispanic origin","08","Honduran","pus"
"HISP","Recoded detailed Hispanic origin","09","Nicaraguan","pus"
"HISP","Recoded detailed Hispanic origin","10","Panamanian","pus"
"HISP","Recoded detailed Hispanic origin","11","Salvadoran","pus"
"HISP","Recoded detailed Hispanic origin","12","Other Central American","pus"
"HISP","Recoded detailed Hispanic origin","13","Argentinean","pus"
"HISP","Recoded detailed Hispanic origin","14","Bolivian","pus"
"HISP","Recoded detailed Hispanic origin","15","Chilean","pus"
"HISP","Recoded detailed Hispanic origin","16","Colombian","pus"
"HISP","Recoded detailed Hispanic origin","17","Ecuadorian","pus"
"HISP","Recoded detailed Hispanic origin","18","Paraguayan","pus"
"HISP","Recoded detailed Hispanic origin","19","Peruvian","pus"
"HISP","Recoded detailed Hispanic origin","20","Uruguayan","pus"
"HISP","Recoded detailed Hispanic origin","21","Venezuelan","pus"
"HISP","Recoded detailed Hispanic origin","22","Other South American","pus"
"HISP","Recoded detailed Hispanic origin","23","Spaniard","pus"
"HISP","Recoded detailed Hispanic origin","24","All Other Spanish/Hispanic/Latino","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","bbbb","N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked)","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0170","AGR-CROP PRODUCTION","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0180","AGR-ANIMAL PRODUCTION AND AQUACULTURE","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0190","AGR-FORESTRY EXCEPT LOGGING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0270","AGR-LOGGING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0280","AGR-FISHING, HUNTING AND TRAPPING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0290","AGR-SUPPORT ACTIVITIES FOR AGRICULTURE AND FORESTRY","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0370","EXT-OIL AND GAS EXTRACTION","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0380","EXT-COAL MINING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0390","EXT-METAL ORE MINING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0470","EXT-NONMETALLIC MINERAL MINING AND QUARRYING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0490","EXT-SUPPORT ACTIVITIES FOR MINING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0570","UTL-ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0580","UTL-NATURAL GAS DISTRIBUTION","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0590","UTL-ELECTRIC AND GAS, AND OTHER COMBINATIONS","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0670","UTL-WATER, STEAM, AIR CONDITIONING, AND IRRIGATION SYSTEMS","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0680","UTL-SEWAGE TREATMENT FACILITIES","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0690","UTL-NOT SPECIFIED UTILITIES","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","0770","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1070","MFG-ANIMAL FOOD, GRAIN AND OILSEED MILLING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1080","MFG-SUGAR AND CONFECTIONERY PRODUCTS","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1090","MFG-FRUIT AND VEGETABLE PRESERVING AND SPECIALTY FOODS","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1170","MFG-DAIRY PRODUCTS","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1180","MFG-ANIMAL SLAUGHTERING AND PROCESSING","pus"
"INDP","Industry recode for 2013 and later based on 2012 IND codes","1190","MFG-RETAIL BAKERIES","pus"
